Sample ID,ENA ,PPN-DDM-Collection,PPN-DDM-Sample material,ST,Phylogroup,ST131 subclade,FimType,Amoxicillin-clavulanic_acid_category_i.v.,Amoxicillin-clavulanic_acid_category_uncomplicated UTI only,Piperacillin-tazobactam_category,Temocillin_category_UTI,Cefoxitin_category_screen ,Cefuroxime_category_oral_uncomplicated UTI only,Ceftazidime_category,Cefotaxime_category,Cefepime_category,Ceftazidime-avibactam_category,Ertapenem_category,Meropenem_category,Imipenem_category,Doripenem_category,Aztreonam_category,Amikacin_category,Gentamicin_category,Tobramycin_category,Ciprofloxacin_category,Trimethoprim-sulfamethoxazole_category,Trimethoprim_category,Nitrofurantoin_category,Fosfomycin_category_iv,Fosfomycin_category_UTI,Colistin_category,Tigecycline_category,blaESBL,blaCTX-M-1,blaCTX-M-3,blaCTX-M-8,blaCTX-M-14,blaCTX-M-15,blaCTX-M-24,blaCTX-M-27,blaCTX-M-32,blaCTX-M-55,blaCTX-M-101,blaCTX-M-104,blaCMY-2,blaIMP-26,blaLAP-2,blaOXA-1,blaOXA-10,blaOXA-181,blaSHV-12,blaTEM-1,blaTEM-210,"PPN=BETA-LACTAM",aac(3)-IId,aac(3)-IIe,aac(3)-IVa,aac(6')-I,aac(6')-Ib,aac(6')-Ib3,aac(6')-Ib4,aadA1,aadA2,aadA5,ant(2'')-Ia,aph(3')-Ia,aph(3'')-Ib,aph(3')-IIa,aph(3')-IIIa,aph(3'')-Ib,aph(4)-Ia,aph(6)-Id,armA,aac(6')-Ib-cr5,PPN-AMINOGLYCOSIDE/QUINOLONE,qepA4,qnrB1,qnrB19,qnrB7,qnrS1,qnrVC4,PPN-QUINOLONE,qacEdelta1,qacF,qacG2,qacL,PPN-QUATERNARY AMMONIUM,mcr-1.1,mcr-3.5,PPN-Mobile Colistin?,sul1,sul2,sul3,"PPN-SULFONAMIDE",dfrA1,dfrA4,dfrA5,dfrA7,dfrA12,dfrA14,dfrA17,dfrA36,dfrF,"PPN-TRIMETHOPRIM",NUM_REPLICONS_FOUND,Col(BS512)_1,Col(KPHS6)_1,Col(MG828)_1,Col(MP18)_1,Col156_1,Col440II_1,Col440I_1,Col8282_1,ColKP3_1,ColRNAI_1,ColpVC_1,IncB/O/K/Z_1,IncB/O/K/Z_2,IncB/O/K/Z_4,IncFIA(HI1)_1_HI1,IncFIA_1,IncFIB(AP001918)_1,IncFIB(K)_1_Kpn3,IncFIB(pB171)_1_pB171,IncFIC(FII)_1,IncFII(29)_1_pUTI89,IncFII(pAMA1167-NDM-5)_1_pAMA1167-NDM-5,IncFII(pCoo)_1_pCoo,IncFII(pHN7A8)_1_pHN7A8,IncFII(pRSB107)_1_pRSB107,IncFII_1,IncFII_1_pKP91,IncHI1A_1,IncHI1B(R27)_1_R27,IncHI2A_1,IncI1_1_Alpha,IncI2_1,IncI2_1_Delta,IncI_Gamma_1,IncL/M(pMU407)_1_pMU407,IncL/M(pOXA-48)_1_pOXA-48,IncN_1,IncP6_1,IncQ1_1,IncR_1,IncX1_1,IncX1_4,IncX3_1,IncX4_1,IncX4_2,IncY_1,p0111_1,pSL483_1,rep11a_1_repA(pB82),rep18b_1_BO23315710(pE1p13),repUS15_2_repA(pNB2354p1)
T7-524,ERS13656302,Tromsø 7,Feces,ST69,D,-,fimH27,S,S,S,I,S,R,S,R,S,S,S,S,S,S,S,S,S,S,R,R,NA,S,S,S,S,S,blaCTX-M-14,,,,blaCTX-M-14,,,,,,,,,,,,,,,blaTEM-1,,1,,,,,,,,,,,,,,,,aph(3'')-Ib,,aph(6)-Id,,,1,,,,,,,0,,,,,0,,,0,,sul2,,1,,,,,,dfrA14,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T7-525,ERS13656303,Tromsø 7,Feces,ST10,A,-,fimH54,R,R,R,I,S,R,R,R,R,S,S,S,S,S,R,S,S,R,R,R,NA,S,S,S,S,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,blaOXA-1,,,,,,1,,,,,,,,,,aadA5,,,,,,,,,,aac(6')-Ib-cr5,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,sul2,,1,,,,,,,dfrA17,,,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T7-526,ERS13656304,Tromsø 7,Feces,ST48,A,-,fimH54,S,S,S,I,S,R,S,R,I,S,S,S,S,S,I,S,S,S,I,R,NA,S,S,S,S,S,blaCTX-M-14,,,,blaCTX-M-14,,,,,,,,,,blaLAP-2,,,,,,,1,,,,,,,,,,,,,,,,aph(3'')-Ib*,,aph(6)-Id,,,1,,,,,qnrS1,,1,,,,,0,,,0,,sul2,,1,,,,,,dfrA14,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
T7-528,ERS13656305,Tromsø 7,Feces,ST69,D,-,fimH27,S,S,S,I,S,R,R,R,R,S,S,S,S,S,R,S,S,S,S,S,NA,S,S,R,S,S,blaCTX-M-55,,,,,,,,,blaCTX-M-55,,,,,,,,,,blaTEM-1,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T7-529,ERS13656306,Tromsø 7,Feces,ST38,D,-,-,S,S,S,I,R,R,I,R,I,S,S,S,S,S,R,S,S,S,S,R,NA,S,S,S,S,S,blaCTX-M-27,,,,,,,blaCTX-M-27,,,,,,,,,,,,,,1,,,,,,,,,,aadA5,,,,,,aph(3'')-Ib,,aph(6)-Id,,,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,sul2,,1,,,,,,,dfrA17,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
T7-530,ERS13656307,Tromsø 7,Feces,ST357,B2,-,fimH21,S,S,S,I,S,R,R,R,S,S,S,S,S,S,R,S,S,S,S,S,NA,S,S,S,S,S,blaSHV-12,,,,,,,,,,,,,,,,,,blaSHV-12,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T7-531,ERS13656308,Tromsø 7,Feces,ST131,B2,A,fimH41,R,S,S,I,S,R,R,R,I,S,S,S,S,S,R,S,S,S,I,S,NA,S,S,S,S,S,blaCTX-M-27,,,,,,,blaCTX-M-27,,,,,,,,,,,,blaTEM-1,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T7-534,ERS13656309,Tromsø 7,Feces,ST394,D,-,fimH54,S,S,S,I,S,R,I,R,I,S,S,S,S,S,R,S,S,S,S,S,NA,S,S,S,S,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,qnrS1,,1,,,,,0,,,0,,,,0,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T7-535,ERS13656310,Tromsø 7,Feces,ST5127,A,-,fimH27,S,S,S,I,S,R,R,R,I,S,S,S,S,S,R,S,S,S,S,S,NA,S,S,S,S,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,,,,,blaTEM-1,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T7-536,ERS13656311,Tromsø 7,Feces,ST10,A,-,fimH34,S,S,S,I,S,R,R,R,I,S,S,S,S,S,R,S,S,S,S,S,NA,S,S,S,S,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,,0,8,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T7-538,ERS13656312,Tromsø 7,Feces,ST2178,B1,-,-,R,S,S,I,S,R,S,R,I,S,S,S,S,S,I,S,S,S,S,R,NA,S,S,S,S,S,blaCTX-M-14,,,,blaCTX-M-14,,,,,,,,,,,,,,,,,1,,,,,,,,aadA1,,aadA5,,,,,,,,,,,1,,,,,qnrS1,,1,qacEdelta1,,,,1,,,0,,sul2,,1,dfrA1,,,,,,dfrA17,,,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T7-539,ERS13656313,Tromsø 7,Feces,ST648,F,-,-,R,S,S,I,S,R,S,R,I,S,S,S,S,S,S,S,R,R,R,S,NA,S,S,S,S,S,blaCTX-M-14,,,,blaCTX-M-14,,,,,,,,,,,,,,,blaTEM-1,,1,,aac(3)-IIe,,,,,,,,,,,,,,aph(3'')-Ib*,,aph(6)-Id*,,,1,,,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,,0,6,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T7-540,ERS13656314,Tromsø 7,Feces,ST69,D,-,fimH27,S,S,S,I,S,R,R,R,R,S,S,S,S,S,R,S,S,S,S,S,NA,S,S,S,S,S,blaCTX-M-101,,,,,,,,,,blaCTX-M-101,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T7-541,ERS13656315,Tromsø 7,Feces,ST131,B2,C2,fimH30,R,R,S,I,S,R,S,R,S,S,S,S,S,S,I,S,S,R,R,R,NA,S,S,S,S,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,blaOXA-1,,,,,,1,,,,,,,,,,aadA5,,,,,,,,,,aac(6')-Ib-cr5,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,,,1,,,,,,,dfrA17,,,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T7-542,ERS13656316,Tromsø 7,Feces,ST69,D,-,fimH27,S,S,S,I,S,R,R,R,I,S,S,S,S,S,R,S,S,S,R,S,NA,S,S,S,S,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,0,,,0,,,,0,,,,,,dfrA14,,,,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T7-544,ERS13656317,Tromsø 7,Feces,ST5150,D,-,fimH65,R,S,S,I,S,R,R,R,R,S,S,S,S,S,R,S,R,R,R,R,NA,S,S,S,S,S,blaCTX-M-55,,,,,,,,,blaCTX-M-55,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T7-545,ERS13656318,Tromsø 7,Feces,ST131,B2,C1,fimH30,S,S,S,I,S,R,I,R,I,S,S,S,S,S,I,S,S,S,R,R,NA,S,S,S,S,S,blaCTX-M-27,,,,,,,blaCTX-M-27,,,,,,,,,,,,,,1,,,,,,,,,,aadA5,,,,,,aph(3'')-Ib,,aph(6)-Id,,,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,sul2,,1,,,,,,,dfrA17,,,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T7-546,ERS13656319,Tromsø 7,Feces,ST10,A,-,fimH24,R,S,S,I,S,R,S,R,I,S,S,S,S,S,I,S,S,R,S,S,NA,S,S,S,S,S,blaCTX-M-14,,,,blaCTX-M-14,,,,,,,,,,,,,,,,,1,,,,,,aac(6')-Ib3,,,,,,,,,,,,,,,1,,,,,,,0,qacEdelta1,,,,1,,,0,,,,0,,,,,,,,,,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T7-547,ERS13656320,Tromsø 7,Feces,ST398,A,-,fimH455,S,S,S,I,S,R,R,R,R,S,S,S,S,S,R,S,S,S,I,R,NA,S,S,S,S,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,,,,,blaTEM-1,,1,,,,,,,,,,,,,,,,aph(3'')-Ib,,aph(6)-Id,,,1,,,,,qnrS1,,1,,,,,0,,,0,,sul2,,1,,,,,,dfrA14,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T7-548,ERS13656321,Tromsø 7,Feces,ST131,B2,C1,fimH30,S,S,S,I,S,R,S,I,S,S,S,S,S,S,S,S,R,R,R,R,NA,S,S,S,S,S,blaCTX-M-14,,,,blaCTX-M-14,,,,,,,,,,,,,,,blaTEM-1,,1,,,,,,,,,,aadA5,,,,,,aph(3'')-Ib,,aph(6)-Id,,,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,sul2,,1,,,,,,,dfrA17,,,1,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T7-549,ERS13656322,Tromsø 7,Feces,ST357,B2,-,fimH21,S,S,S,I,S,R,R,R,S,S,S,S,S,S,R,S,S,S,S,S,NA,S,S,S,S,S,blaSHV-12,,,,,,,,,,,,,,,,,,blaSHV-12,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T7-550,ERS13656323,Tromsø 7,Feces,ST131,B2,A,fimH41,S,S,S,I,S,R,I,R,I,S,S,S,S,S,I,S,R,R,I,R,NA,S,S,S,S,S,blaCTX-M-27,,,,,,,blaCTX-M-27,,,,,,,,,,,,blaTEM-1,,1,aac(3)-IId,,,,,,,,,aadA5,,,,,,aph(3'')-Ib,,aph(6)-Id,,,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,sul2,,1,,,,,,,dfrA17,,,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T7-551,ERS13656324,Tromsø 7,Feces,ST648,F,-,-,R,S,S,I,R,R,S,R,R,S,S,S,S,S,I,S,S,R,R,S,NA,S,S,S,S,S,blaCTX-M-14,,,,blaCTX-M-14,,,,,,,,,,,,,,,blaTEM-1,,1,,,,,,aac(6')-Ib3,,,,,,,,,,,,,,,1,,,,,,,0,qacEdelta1,,,,1,,,0,,,,0,,,,,,,dfrA17,,,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T7-553,ERS13656325,Tromsø 7,Feces,ST4450,A,-,fimH566,S,S,S,I,S,R,R,R,R,S,S,S,S,S,R,S,S,S,I,R,NA,S,S,S,S,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,,,,,,,1,,,,,,,,,,aadA5,,,,,,,,,,,1,,,,,qnrS1,,1,,,,,0,,,0,,sul2,,1,,,,,,,dfrA17,,,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
T7-554,ERS13656326,Tromsø 7,Feces,ST394,D,-,fimH30,S,S,S,I,S,R,I,R,I,S,S,S,S,S,R,S,S,S,S,S,NA,S,S,S,S,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,qnrS1,,1,,,,,0,,,0,,,,0,,,,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T7-555,ERS13656327,Tromsø 7,Feces,ST68,D,-,fimH49,R,R,S,I,S,R,R,R,R,S,S,S,S,S,R,S,S,R,R,R,NA,S,S,R,S,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,blaOXA-1,,,,,,1,,,,,,,,,,,,,,,,aph(3'')-Ib,,aph(6)-Id,,aac(6')-Ib-cr5,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,sul2,,1,,,,dfrA7,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T7-556,ERS13656328,Tromsø 7,Feces,ST131,B2,C1,fimH30,S,S,S,I,S,R,I,R,I,S,S,S,S,S,R,S,S,S,R,R,NA,S,S,S,S,S,blaCTX-M-27,,,,,,,blaCTX-M-27,,,,,,,,,,,,,,1,,,,,,,,,,aadA5,,,,,,aph(3'')-Ib,,aph(6)-Id,,,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,sul2,,1,,,,,,,dfrA17,,,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T7-557,ERS13656329,Tromsø 7,Feces,ST10,A,-,fimH54,R,S,S,I,S,R,S,R,I,S,S,S,S,S,I,S,S,S,S,R,NA,S,S,S,S,S,blaCTX-M-14,,,,blaCTX-M-14,,,,,,,,,,,,,,,blaTEM-1,,1,,,,,,,,,,,,,,,,aph(3'')-Ib*,,aph(6)-Id,,,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,sul2,,1,dfrA1,,,,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
T7-558,ERS13656330,Tromsø 7,Feces,ST131,B2,B,fimH22,R,S,S,I,S,R,S,R,R,S,S,S,S,S,I,S,S,S,I,S,NA,S,S,S,S,S,blaCTX-M-8,,,blaCTX-M-8,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T7-559,ERS13656331,Tromsø 7,Feces,ST69,D,-,fimH27,S,S,S,I,S,R,R,R,R,S,S,S,S,S,R,S,S,S,S,R,NA,S,S,S,S,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,,,,,blaTEM-1,,1,,,,,,,,,,aadA5,,,,,,,,,,,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,,,1,,,,,,,dfrA17,,,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T7-560,ERS13656332,Tromsø 7,Feces,ST540,A,-,fimH54,S,S,S,I,S,R,R,R,R,S,S,S,S,S,R,S,S,S,I,S,NA,S,S,S,S,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,aph(3'')-Ib,,aph(6)-Id,,,1,,,,,qnrS1,,1,,,,,0,,,0,,sul2,,1,,,,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T7-561,ERS13656333,Tromsø 7,Feces,ST393,D,-,fimH54,S,S,S,I,S,R,I,R,I,S,S,S,S,S,I,S,S,S,R,R,NA,S,S,S,S,S,blaCTX-M-27,,,,,,,blaCTX-M-27,,,,,,,,,,,,,,1,,,,,,,,,,aadA5,,,,,,aph(3'')-Ib,,aph(6)-Id,,,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,sul2,,1,,,,,,,dfrA17,,,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T7-563,ERS13656334,Tromsø 7,Feces,ST59,F,-,fimH41,S,S,S,I,S,R,S,R,I,S,S,S,S,S,I,S,S,S,S,S,NA,S,S,S,S,S,blaCTX-M-14,,,,blaCTX-M-14,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,,0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T7-564,ERS13656335,Tromsø 7,Feces,ST405,D,-,fimH27,R,S,S,I,S,R,I,R,R,S,S,S,S,S,I,S,R,R,R,R,NA,S,S,S,S,S,blaCTX-M-14,,,,blaCTX-M-14,,,,,,,,,,,,,,,blaTEM-1,,1,aac(3)-IId,,,,,,,,,aadA5,,,,,,aph(3'')-Ib,,aph(6)-Id,,,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,sul2,,1,,,,,,,dfrA17,,,1,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
T7-566,ERS13656336,Tromsø 7,Feces,ST93,A,-,fimH41,S,S,S,I,S,S,R,I,S,S,S,S,S,S,R,S,S,S,S,S,NA,S,S,S,S,S,blaSHV-12,,,,,,,,,,,,,,,,,,blaSHV-12,,,1,,,,,,,,aadA1,aadA2,,,,,,,,,,,,1,,,,,,,0,,,,qacL,1,,,0,,,sul3,1,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T7-567,ERS13656337,Tromsø 7,Feces,ST540,A,-,fimH54,S,S,S,I,S,R,R,R,R,S,S,S,S,S,R,S,S,S,I,S,NA,S,S,S,S,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,aph(3'')-Ib,,aph(6)-Id,,,1,,,,,qnrS1,,1,,,,,0,,,0,,sul2,,1,,,,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T7-568,ERS13656338,Tromsø 7,Feces,ST1722,F,-,fimH153,S,S,S,I,S,R,R,R,I,S,S,S,S,S,R,S,S,S,S,R,NA,S,S,S,S,S,blaCTX-M-27,,,,,,,blaCTX-M-27,,,,,,,,,,,,,,1,,,,,,,,,,aadA5,,,,,,aph(3'')-Ib,,aph(6)-Id,,,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,sul2,,1,,,,,,,dfrA17,,,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T7-569,ERS13656339,Tromsø 7,Feces,ST540,A,-,fimH54,R,S,S,I,S,R,R,R,R,S,S,S,S,S,R,S,S,S,I,R,NA,S,S,S,S,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,,,,,blaTEM-1,,1,,,,,,,,,,,,,,,,aph(3'')-Ib,,aph(6)-Id,,,1,,,,,qnrS1,,1,,,,,0,,,0,,sul2,,1,,,,,,dfrA14,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T7-570,ERS13656340,Tromsø 7,Feces,ST394,D,-,fimH30,S,S,S,I,S,R,I,R,I,S,S,S,S,S,I,S,S,S,S,S,NA,S,S,S,S,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,qnrS1,,1,,,,,0,,,0,,,,0,,,,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
